distribution_sk,distribution_id,beneficiary_sk,location_sk,program_sk,time_sk,aid_type,quantity_distributed,unit_cost_usd,total_cost_usd,planned_date,actual_date,delay_days,delivery_status,transport_mode,distribution_point,staff_id,verification_method,beneficiary_confirmed,data_quality_flag,notes
8782,DIST-008782,1363,14,3,848,Medical Supplies,40,120,4800,2024-04-27,2024-04-29,2,Completed,Handcarry,DP-11,STF-166,Biometric,0,0,
8783,DIST-008783,30,3,7,950,WASH Kit,33,60,1980,2024-08-07,2024-08-08,1,Partial,Boat,DP-20,STF-105,Biometric,1,0,
8784,DIST-008784,1778,1,3,250,Cash Transfer,17,100,1700,2022-09-07,2022-09-15,8,Completed,Air,DP-02,STF-011,Voucher,1,0,
8785,DIST-008785,3547,3,5,486,Shelter Kit,12,250,3000,2023-05-01,2023-05-09,8,Completed,Handcarry,DP-44,STF-017,Token,0,0,
8786,DIST-008786,1066,12,4,487,WASH Kit,38,60,2280,2023-05-02,2023-05-07,5,Completed,Air,DP-26,STF-168,Biometric,1,0,
8787,DIST-008787,4089,10,4,1015,Education Kit,15,35,525,2024-10-11,2024-10-12,1,Completed,Boat,DP-41,STF-081,Token,0,0,
8788,DIST-008788,1503,8,4,229,WASH Kit,19,60,1140,2022-08-17,2022-08-19,2,Completed,Truck,DP-23,STF-151,List-based,1,1,
8789,DIST-008789,285,15,8,837,Food Ration,41,45,1845,2024-04-16,2024-04-22,6,Completed,Air,DP-08,STF-022,Token,1,0,
8790,DIST-008790,2821,2,2,200,Cash Transfer,21,100,2100,2022-07-19,2022-08-08,20,Delayed,Handcarry,DP-13,STF-043,List-based,1,0,
8791,DIST-008791,1202,14,2,338,WASH Kit,3,60,180,2022-12-04,2022-12-12,8,Completed,Air,DP-47,STF-163,Biometric,0,0,
8792,DIST-008792,1513,2,2,151,Food Ration,36,45,1620,2022-05-31,2022-06-15,15,Delayed,Boat,DP-26,STF-061,Token,0,0,
8793,DIST-008793,1700,7,3,141,NFI Kit,19,85,1615,2022-05-21,2022-05-27,6,Completed,Truck,DP-03,STF-068,Voucher,1,0,
8794,DIST-008794,1628,4,5,594,Cash Transfer,10,100,1000,2023-08-17,2023-08-24,7,Partial,Truck,DP-01,STF-035,Voucher,0,0,
8795,DIST-008795,4917,12,9,1079,NFI Kit,28,85,2380,2024-12-14,2024-12-16,2,Partial,Truck,DP-13,STF-110,Voucher,1,0,
8796,DIST-008796,4136,8,1,878,Education Kit,31,35,1085,2024-05-27,2024-05-28,1,Completed,Truck,DP-01,STF-156,Biometric,0,0,
8797,DIST-008797,2154,9,8,424,Food Ration,35,45,1575,2023-02-28,2023-03-12,12,Delayed,Truck,DP-50,STF-197,List-based,1,0,
8798,DIST-008798,3274,5,2,1094,Education Kit,48,35,1680,2024-12-29,2025-01-06,8,Completed,Handcarry,DP-31,STF-063,Voucher,0,0,
8799,DIST-008799,1497,5,5,299,Winterization Kit,42,75,3150,2022-10-26,2022-11-03,8,Completed,Air,DP-04,STF-033,Biometric,1,0,
8800,DIST-008800,4400,6,10,943,WASH Kit,15,60,900,2024-07-31,2024-08-04,4,Completed,Air,DP-17,STF-184,Biometric,1,0,
8801,DIST-008801,2578,3,9,436,Education Kit,6,35,210,2023-03-12,2023-03-21,9,Delayed,Truck,DP-50,STF-139,Token,0,0,
8802,DIST-008802,4866,5,7,580,Education Kit,37,35,1295,2023-08-03,2023-08-04,1,Completed,Boat,DP-30,STF-013,Voucher,1,0,
8803,DIST-008803,3490,7,9,418,WASH Kit,12,60,720,2023-02-22,2023-03-12,18,Delayed,Boat,DP-50,STF-143,Token,1,0,
8804,DIST-008804,1010,10,5,536,WASH Kit,47,60,2820,2023-06-20,2023-06-24,4,Completed,Truck,DP-24,STF-150,Biometric,1,0,
8805,DIST-008805,2173,1,7,109,NFI Kit,1,85,85,2022-04-19,2022-05-06,17,Delayed,Air,DP-21,STF-147,Voucher,0,0,
8806,DIST-008806,3429,1,10,995,Education Kit,10,35,350,2024-09-21,2024-10-10,19,Delayed,Handcarry,DP-32,STF-112,Voucher,1,0,
8807,DIST-008807,4545,11,6,56,WASH Kit,4,60,240,2022-02-25,2022-02-27,2,Completed,Air,DP-39,STF-197,Token,1,0,
8808,DIST-008808,4911,12,5,357,WASH Kit,27,60,1620,2022-12-23,2022-12-31,8,Completed,Handcarry,DP-25,STF-030,List-based,1,0,
8809,DIST-008809,3097,11,9,570,WASH Kit,21,60,1260,2023-07-24,2023-07-30,6,Delayed,Truck,DP-22,STF-177,Voucher,1,0,
8810,DIST-008810,3205,15,1,535,Education Kit,46,35,1610,2023-06-19,2023-06-26,7,Completed,Boat,DP-09,STF-180,Voucher,0,0,
8811,DIST-008811,4622,11,3,683,Shelter Kit,35,250,8750,2023-11-14,2023-11-14,0,Completed,Boat,DP-02,STF-034,Voucher,0,0,
8812,DIST-008812,572,3,6,99,NFI Kit,9,85,765,2022-04-09,2022-04-11,2,Completed,Truck,DP-38,STF-159,Voucher,1,0,
8813,DIST-008813,1635,14,8,197,Winterization Kit,8,75,600,2022-07-16,2022-08-02,17,Delayed,Air,DP-40,STF-099,Token,1,0,
8814,DIST-008814,2142,6,2,127,Education Kit,32,35,1120,2022-05-07,2022-05-13,6,In Transit,Handcarry,DP-41,STF-130,List-based,0,1,
8815,DIST-008815,4906,11,4,370,Cash Transfer,45,100,4500,2023-01-05,2023-01-15,10,In Transit,Truck,DP-11,STF-031,Biometric,1,0,
8816,DIST-008816,2898,11,5,936,Cash Transfer,14,100,1400,2024-07-24,2024-07-30,6,Completed,Air,DP-32,STF-166,Token,1,0,
8817,DIST-008817,2715,4,2,804,Winterization Kit,30,75,2250,2024-03-14,2024-03-23,9,Completed,Truck,DP-14,STF-190,Voucher,1,0,
8818,DIST-008818,2166,2,10,1030,Shelter Kit,9,250,2250,2024-10-26,2024-11-09,14,Delayed,Truck,DP-12,STF-015,Voucher,1,0,
8819,DIST-008819,1480,2,3,626,Winterization Kit,20,75,1500,2023-09-18,2023-09-21,3,Completed,Air,DP-21,STF-097,Biometric,1,0,
8820,DIST-008820,620,9,5,418,Cash Transfer,42,100,4200,2023-02-22,2023-03-02,8,Delayed,Air,DP-21,STF-058,Biometric,1,0,
8821,DIST-008821,2789,14,6,465,NFI Kit,24,85,2040,2023-04-10,2023-04-18,8,Completed,Truck,DP-18,STF-123,Biometric,0,0,
8822,DIST-008822,1684,2,3,624,Cash Transfer,40,100,4000,2023-09-16,2023-10-01,15,Delayed,Air,DP-20,STF-170,Token,1,0,
8823,DIST-008823,2140,12,3,64,Food Ration,49,45,2205,2022-03-05,2022-03-12,7,Partial,Truck,DP-41,STF-036,List-based,0,0,
8824,DIST-008824,1681,12,7,176,WASH Kit,26,60,1560,2022-06-25,2022-07-03,8,Delayed,Truck,DP-09,STF-153,Token,0,1,
8825,DIST-008825,3824,11,6,936,Education Kit,8,35,280,2024-07-24,2024-07-31,7,In Transit,Boat,DP-04,STF-090,Biometric,1,0,
8826,DIST-008826,46,5,2,376,Cash Transfer,12,100,1200,2023-01-11,2023-01-12,1,Completed,Handcarry,DP-47,STF-086,Voucher,1,0,
8827,DIST-008827,4224,3,9,314,Cash Transfer,47,100,4700,2022-11-10,2022-11-13,3,In Transit,Truck,DP-32,STF-190,Token,1,0,
8828,DIST-008828,3397,11,4,514,Food Ration,26,45,1170,2023-05-29,2023-06-01,3,Failed,Boat,DP-03,STF-025,Biometric,0,0,
8829,DIST-008829,719,2,4,1022,Winterization Kit,41,75,3075,2024-10-18,2024-11-06,19,Delayed,Air,DP-23,STF-069,List-based,1,0,
8830,DIST-008830,1600,4,4,987,Food Ration,48,45,2160,2024-09-13,2024-09-22,9,Failed,Handcarry,DP-46,STF-129,Voucher,1,0,
8831,DIST-008831,115,7,8,38,Medical Supplies,41,120,4920,2022-02-07,2022-02-07,0,Completed,Boat,DP-03,STF-124,Voucher,1,0,
8832,DIST-008832,3767,8,2,195,Medical Supplies,10,120,1200,2022-07-14,2022-07-18,4,Delayed,Truck,DP-23,STF-115,Biometric,1,0,
8833,DIST-008833,3497,3,4,1054,Education Kit,16,35,560,2024-11-19,2024-11-28,9,Completed,Air,DP-32,STF-079,Token,1,0,
8834,DIST-008834,1508,8,4,894,WASH Kit,7,60,420,2024-06-12,2024-06-12,0,Completed,Handcarry,DP-07,STF-104,List-based,1,0,
8835,DIST-008835,2940,11,7,276,NFI Kit,10,85,850,2022-10-03,2022-10-08,5,Completed,Air,DP-28,STF-060,Voucher,1,0,
8836,DIST-008836,4303,7,2,646,Food Ration,10,45,450,2023-10-08,2023-10-20,12,Delayed,Boat,DP-11,STF-109,Biometric,1,0,
8837,DIST-008837,4043,7,2,180,NFI Kit,9,85,765,2022-06-29,2022-07-01,2,Completed,Air,DP-12,STF-067,Token,1,0,
8838,DIST-008838,1543,5,3,920,WASH Kit,49,60,2940,2024-07-08,2024-07-17,9,In Transit,Handcarry,DP-14,STF-175,Biometric,0,0,
8839,DIST-008839,3986,1,1,896,Education Kit,28,35,980,2024-06-14,2024-06-21,7,Completed,Air,DP-17,STF-030,List-based,1,0,
8840,DIST-008840,3677,12,8,74,Winterization Kit,37,75,2775,2022-03-15,2022-03-21,6,Partial,Truck,DP-07,STF-141,Biometric,1,0,
8841,DIST-008841,177,4,5,1050,Cash Transfer,45,100,4500,2024-11-15,2024-11-25,10,Partial,Air,DP-43,STF-079,Token,1,1,
8842,DIST-008842,919,1,1,714,Medical Supplies,42,120,5040,2023-12-15,2023-12-19,4,Completed,Handcarry,DP-23,STF-093,List-based,1,0,
8843,DIST-008843,1118,7,9,708,WASH Kit,6,60,360,2023-12-09,2023-12-15,6,Completed,Air,DP-42,STF-171,Biometric,1,0,
8844,DIST-008844,642,4,5,244,Education Kit,26,35,910,2022-09-01,2022-09-04,3,Completed,Boat,DP-07,STF-003,Token,1,0,
8845,DIST-008845,3763,2,9,377,Winterization Kit,46,75,3450,2023-01-12,2023-01-19,7,Completed,Air,DP-20,STF-045,List-based,0,0,
8846,DIST-008846,2791,11,7,543,Food Ration,46,45,2070,2023-06-27,2023-06-29,2,Completed,Truck,DP-50,STF-124,List-based,1,0,
8847,DIST-008847,4910,9,3,422,Cash Transfer,36,100,3600,2023-02-26,2023-02-28,2,Completed,Handcarry,DP-02,STF-132,Voucher,0,0,
8848,DIST-008848,805,15,4,813,NFI Kit,50,85,4250,2024-03-23,2024-03-24,1,Completed,Handcarry,DP-27,STF-150,List-based,1,1,
8849,DIST-008849,758,15,6,153,Cash Transfer,41,100,4100,2022-06-02,2022-06-08,6,Delayed,Boat,DP-40,STF-196,Token,1,0,
8850,DIST-008850,2133,8,5,277,WASH Kit,1,60,60,2022-10-04,2022-10-05,1,Completed,Air,DP-39,STF-164,Voucher,1,0,
8851,DIST-008851,3681,15,6,91,Shelter Kit,42,250,10500,2022-04-01,2022-04-01,0,Partial,Air,DP-22,STF-049,Biometric,1,0,
8852,DIST-008852,4768,14,10,882,NFI Kit,30,85,2550,2024-05-31,2024-06-06,6,Completed,Handcarry,DP-35,STF-107,Voucher,1,0,
8853,DIST-008853,78,8,2,1043,WASH Kit,5,60,300,2024-11-08,2024-11-11,3,Completed,Air,DP-15,STF-039,Voucher,1,0,
8854,DIST-008854,3716,12,10,157,Shelter Kit,2,250,500,2022-06-06,2022-06-13,7,Completed,Handcarry,DP-14,STF-062,List-based,0,0,
8855,DIST-008855,2502,1,3,9,Winterization Kit,47,75,3525,2022-01-09,2022-01-15,6,Delayed,Air,DP-39,STF-167,Token,0,0,
8856,DIST-008856,2914,6,8,526,Cash Transfer,41,100,4100,2023-06-10,2023-06-16,6,Completed,Handcarry,DP-06,STF-048,List-based,1,0,
8857,DIST-008857,428,9,1,236,Cash Transfer,10,100,1000,2022-08-24,2022-09-09,16,Delayed,Air,DP-16,STF-101,Voucher,1,1,
8858,DIST-008858,2853,3,1,460,Cash Transfer,10,100,1000,2023-04-05,2023-04-16,11,Delayed,Boat,DP-43,STF-071,List-based,1,0,
8859,DIST-008859,2771,4,1,342,Food Ration,36,45,1620,2022-12-08,2022-12-18,10,Completed,Handcarry,DP-16,STF-161,List-based,1,0,
8860,DIST-008860,2744,10,4,609,Winterization Kit,34,75,2550,2023-09-01,2023-09-04,3,Completed,Handcarry,DP-50,STF-129,Voucher,1,1,
8861,DIST-008861,2950,3,10,150,Food Ration,8,45,360,2022-05-30,2022-06-03,4,Completed,Boat,DP-46,STF-025,Voucher,1,0,
8862,DIST-008862,4407,2,10,702,Medical Supplies,32,120,3840,2023-12-03,2023-12-13,10,Completed,Handcarry,DP-06,STF-059,Biometric,1,0,
8863,DIST-008863,1469,9,1,669,NFI Kit,23,85,1955,2023-10-31,2023-11-05,5,Partial,Air,DP-18,STF-053,Token,1,0,
8864,DIST-008864,3690,2,3,694,Cash Transfer,4,100,400,2023-11-25,2023-12-02,7,Completed,Handcarry,DP-26,STF-054,Biometric,1,0,
8865,DIST-008865,293,14,4,617,WASH Kit,23,60,1380,2023-09-09,2023-09-17,8,Completed,Air,DP-39,STF-199,Voucher,1,0,
8866,DIST-008866,2388,6,6,611,NFI Kit,42,85,3570,2023-09-03,2023-09-09,6,In Transit,Handcarry,DP-47,STF-163,Token,0,0,
8867,DIST-008867,3112,12,9,873,Cash Transfer,27,100,2700,2024-05-22,2024-05-31,9,In Transit,Air,DP-33,STF-163,Token,1,0,
8868,DIST-008868,493,9,1,643,Education Kit,11,35,385,2023-10-05,2023-10-13,8,In Transit,Air,DP-33,STF-105,Token,1,0,
8869,DIST-008869,2265,2,10,483,WASH Kit,38,60,2280,2023-04-28,2023-05-04,6,Failed,Air,DP-20,STF-175,Token,1,0,
8870,DIST-008870,4112,4,1,234,Cash Transfer,27,100,2700,2022-08-22,2022-08-30,8,Completed,Boat,DP-23,STF-098,List-based,1,0,
8871,DIST-008871,3441,9,2,411,WASH Kit,41,60,2460,2023-02-15,2023-02-15,0,Completed,Truck,DP-48,STF-145,Voucher,1,0,
8872,DIST-008872,4694,6,5,796,NFI Kit,4,85,340,2024-03-06,2024-03-12,6,Completed,Air,DP-07,STF-039,Voucher,0,0,
8873,DIST-008873,4049,8,2,296,Cash Transfer,46,100,4600,2022-10-23,2022-10-24,1,Completed,Boat,DP-22,STF-005,Voucher,0,0,
8874,DIST-008874,2412,11,4,348,Food Ration,50,45,2250,2022-12-14,2022-12-14,0,Failed,Air,DP-15,STF-130,Token,1,0,
8875,DIST-008875,4308,6,8,996,Education Kit,30,35,1050,2024-09-22,2024-09-28,6,Completed,Boat,DP-18,STF-183,Token,0,1,
8876,DIST-008876,605,15,3,166,Medical Supplies,36,120,4320,2022-06-15,2022-06-23,8,Partial,Air,DP-01,STF-043,List-based,1,1,
8877,DIST-008877,2595,13,4,413,Medical Supplies,40,120,4800,2023-02-17,2023-02-19,2,Completed,Handcarry,DP-48,STF-124,List-based,1,0,
8878,DIST-008878,4651,10,8,474,Food Ration,31,45,1395,2023-04-19,2023-05-02,13,Delayed,Boat,DP-33,STF-087,Biometric,0,0,
8879,DIST-008879,2724,9,4,234,Food Ration,25,45,1125,2022-08-22,2022-08-30,8,Completed,Truck,DP-32,STF-166,Biometric,0,0,
8880,DIST-008880,479,13,10,344,Winterization Kit,39,75,2925,2022-12-10,2022-12-23,13,Delayed,Air,DP-40,STF-074,List-based,1,0,
8881,DIST-008881,60,6,7,720,Cash Transfer,45,100,4500,2023-12-21,2023-12-21,0,Completed,Air,DP-15,STF-058,Voucher,1,0,
8882,DIST-008882,1387,14,7,689,WASH Kit,42,60,2520,2023-11-20,2023-11-22,2,Completed,Air,DP-23,STF-195,Token,1,0,
8883,DIST-008883,4736,3,1,488,WASH Kit,41,60,2460,2023-05-03,2023-05-03,0,Completed,Boat,DP-29,STF-164,Token,1,0,
8884,DIST-008884,3082,3,9,843,Winterization Kit,44,75,3300,2024-04-22,2024-05-02,10,Completed,Air,DP-33,STF-005,Token,1,1,
8885,DIST-008885,4663,3,6,542,Medical Supplies,26,120,3120,2023-06-26,2023-07-04,8,Completed,Air,DP-14,STF-197,Token,0,0,
8886,DIST-008886,1109,6,4,373,Cash Transfer,2,100,200,2023-01-08,2023-01-13,5,Partial,Handcarry,DP-46,STF-177,Token,1,0,
8887,DIST-008887,2250,6,10,861,Winterization Kit,10,75,750,2024-05-10,2024-05-10,0,Completed,Truck,DP-31,STF-044,Token,1,0,
8888,DIST-008888,1176,2,9,855,Food Ration,42,45,1890,2024-05-04,2024-05-14,10,Completed,Boat,DP-19,STF-109,Biometric,1,0,
8889,DIST-008889,2123,6,3,761,Food Ration,32,45,1440,2024-01-31,2024-02-08,8,In Transit,Air,DP-14,STF-091,Voucher,0,1,
8890,DIST-008890,694,8,9,277,Shelter Kit,40,250,10000,2022-10-04,2022-10-07,3,Completed,Air,DP-16,STF-125,List-based,1,0,
8891,DIST-008891,3556,9,3,1089,NFI Kit,34,85,2890,2024-12-24,2025-01-03,10,Completed,Handcarry,DP-23,STF-157,Voucher,1,0,
8892,DIST-008892,1386,4,8,77,Medical Supplies,6,120,720,2022-03-18,2022-03-18,0,In Transit,Handcarry,DP-12,STF-081,Token,1,0,
8893,DIST-008893,1197,14,1,51,Cash Transfer,36,100,3600,2022-02-20,2022-02-28,8,Completed,Boat,DP-36,STF-014,List-based,1,0,
8894,DIST-008894,1268,1,3,915,Shelter Kit,20,250,5000,2024-07-03,2024-07-13,10,Completed,Air,DP-27,STF-043,Voucher,1,0,
8895,DIST-008895,2716,1,3,92,Medical Supplies,16,120,1920,2022-04-02,2022-04-05,3,Completed,Air,DP-07,STF-112,Biometric,1,0,
8896,DIST-008896,461,8,3,974,Shelter Kit,50,250,12500,2024-08-31,2024-09-06,6,Completed,Truck,DP-22,STF-196,Biometric,1,1,
8897,DIST-008897,2656,10,10,929,Education Kit,43,35,1505,2024-07-17,2024-08-06,20,Delayed,Air,DP-21,STF-115,List-based,1,0,
8898,DIST-008898,3154,7,6,1035,Medical Supplies,28,120,3360,2024-10-31,2024-11-03,3,Completed,Air,DP-49,STF-175,Voucher,1,0,
8899,DIST-008899,1434,12,7,358,NFI Kit,12,85,1020,2022-12-24,2022-12-29,5,Completed,Handcarry,DP-08,STF-151,List-based,1,0,
8900,DIST-008900,695,8,8,14,Winterization Kit,47,75,3525,2022-01-14,2022-01-24,10,Delayed,Air,DP-11,STF-001,Biometric,1,0,
8901,DIST-008901,2784,7,8,1096,Shelter Kit,8,250,2000,2024-12-31,2025-01-02,2,Completed,Truck,DP-13,STF-196,Biometric,1,0,
8902,DIST-008902,3957,12,4,194,Medical Supplies,18,120,2160,2022-07-13,2022-07-17,4,Completed,Air,DP-41,STF-082,Biometric,1,0,
8903,DIST-008903,3962,2,1,563,Education Kit,35,35,1225,2023-07-17,2023-07-27,10,Completed,Boat,DP-26,STF-125,Voucher,1,0,
8904,DIST-008904,2820,15,10,99,Cash Transfer,10,100,1000,2022-04-09,2022-04-11,2,In Transit,Handcarry,DP-44,STF-071,Voucher,1,0,
8905,DIST-008905,2928,1,10,552,Food Ration,22,45,990,2023-07-06,2023-07-06,0,Completed,Truck,DP-45,STF-052,Token,1,0,
8906,DIST-008906,4487,15,8,622,Cash Transfer,3,100,300,2023-09-14,2023-09-21,7,Completed,Boat,DP-11,STF-050,Biometric,1,0,
8907,DIST-008907,3952,8,3,666,Education Kit,45,35,1575,2023-10-28,2023-11-06,9,Partial,Truck,DP-33,STF-035,Token,1,0,
8908,DIST-008908,2578,3,10,362,Shelter Kit,28,250,7000,2022-12-28,2023-01-01,4,Completed,Boat,DP-09,STF-028,List-based,1,0,
8909,DIST-008909,4523,4,9,317,Food Ration,40,45,1800,2022-11-13,2022-11-19,6,Delayed,Air,DP-49,STF-036,Voucher,1,0,
8910,DIST-008910,318,6,5,177,Winterization Kit,46,75,3450,2022-06-26,2022-06-26,0,Partial,Truck,DP-19,STF-194,Biometric,1,0,
8911,DIST-008911,1211,12,5,249,NFI Kit,36,85,3060,2022-09-06,2022-09-07,1,Completed,Air,DP-46,STF-175,List-based,1,0,
8912,DIST-008912,638,7,7,68,Shelter Kit,37,250,9250,2022-03-09,2022-03-12,3,Partial,Handcarry,DP-49,STF-005,Token,1,0,
8913,DIST-008913,4953,11,2,831,Shelter Kit,5,250,1250,2024-04-10,2024-04-17,7,Completed,Boat,DP-24,STF-099,Token,1,0,
8914,DIST-008914,3531,6,2,601,Education Kit,14,35,490,2023-08-24,2023-08-24,0,Completed,Boat,DP-18,STF-157,Voucher,1,0,
8915,DIST-008915,2470,13,3,774,NFI Kit,26,85,2210,2024-02-13,2024-02-26,13,Delayed,Handcarry,DP-50,STF-109,List-based,1,0,
8916,DIST-008916,2309,2,2,447,Winterization Kit,35,75,2625,2023-03-23,2023-03-26,3,Partial,Boat,DP-46,STF-072,List-based,1,0,
8917,DIST-008917,679,9,6,333,Winterization Kit,5,75,375,2022-11-29,2022-12-01,2,Completed,Handcarry,DP-16,STF-053,List-based,1,0,
8918,DIST-008918,3587,14,9,325,Education Kit,5,35,175,2022-11-21,2022-12-01,10,In Transit,Handcarry,DP-07,STF-082,Biometric,1,0,
8919,DIST-008919,829,2,6,548,WASH Kit,12,60,720,2023-07-02,2023-07-02,0,Completed,Handcarry,DP-02,STF-130,Token,1,0,
8920,DIST-008920,4815,11,4,964,Cash Transfer,11,100,1100,2024-08-21,2024-08-26,5,Completed,Truck,DP-14,STF-074,Voucher,1,0,
8921,DIST-008921,4043,13,1,1017,WASH Kit,3,60,180,2024-10-13,2024-10-19,6,Completed,Air,DP-43,STF-194,Voucher,0,0,
8922,DIST-008922,373,15,1,744,Shelter Kit,30,250,7500,2024-01-14,2024-01-18,4,Completed,Truck,DP-02,STF-086,Token,1,0,
8923,DIST-008923,191,2,7,654,Medical Supplies,30,120,3600,2023-10-16,2023-10-18,2,Completed,Air,DP-34,STF-100,Voucher,1,0,
8924,DIST-008924,2810,15,5,3,Cash Transfer,40,100,4000,2022-01-03,2022-01-08,5,Completed,Truck,DP-19,STF-142,Voucher,1,0,
8925,DIST-008925,2223,7,3,123,Shelter Kit,11,250,2750,2022-05-03,2022-05-07,4,Partial,Air,DP-05,STF-193,Token,1,1,
8926,DIST-008926,4715,9,6,209,Food Ration,46,45,2070,2022-07-28,2022-08-07,10,Partial,Boat,DP-25,STF-057,Token,1,0,
8927,DIST-008927,3781,15,10,722,Education Kit,48,35,1680,2023-12-23,2023-12-25,2,In Transit,Air,DP-24,STF-022,Token,0,1,
8928,DIST-008928,3507,1,5,264,Winterization Kit,12,75,900,2022-09-21,2022-09-27,6,Partial,Truck,DP-39,STF-006,Token,1,0,
8929,DIST-008929,1465,4,9,179,NFI Kit,22,85,1870,2022-06-28,2022-06-28,0,Completed,Handcarry,DP-44,STF-186,Biometric,0,0,
8930,DIST-008930,3061,14,5,37,Shelter Kit,37,250,9250,2022-02-06,2022-02-19,13,Delayed,Handcarry,DP-08,STF-023,List-based,1,0,
8931,DIST-008931,4787,1,3,54,Education Kit,37,35,1295,2022-02-23,2022-02-25,2,Completed,Air,DP-40,STF-141,Voucher,1,0,
8932,DIST-008932,2316,14,4,351,Education Kit,12,35,420,2022-12-17,2022-12-22,5,Completed,Handcarry,DP-42,STF-141,Token,1,0,
8933,DIST-008933,245,4,3,304,WASH Kit,29,60,1740,2022-10-31,2022-11-07,7,Completed,Air,DP-09,STF-175,Token,1,0,
8934,DIST-008934,3401,7,3,916,Winterization Kit,42,75,3150,2024-07-04,2024-07-10,6,Delayed,Truck,DP-09,STF-019,Voucher,1,0,
8935,DIST-008935,2078,6,1,340,Food Ration,12,45,540,2022-12-06,2022-12-14,8,Completed,Boat,DP-39,STF-089,Voucher,1,0,
8936,DIST-008936,3199,4,4,669,Winterization Kit,11,75,825,2023-10-31,2023-11-10,10,Completed,Boat,DP-34,STF-193,Biometric,0,0,
8937,DIST-008937,4060,13,3,925,Winterization Kit,50,75,3750,2024-07-13,2024-07-31,18,Delayed,Truck,DP-08,STF-102,Biometric,1,0,
8938,DIST-008938,2254,6,6,274,NFI Kit,35,85,2975,2022-10-01,2022-10-04,3,Completed,Boat,DP-17,STF-027,Biometric,1,0,
8939,DIST-008939,1056,2,5,434,NFI Kit,6,85,510,2023-03-10,2023-03-13,3,Partial,Air,DP-12,STF-080,List-based,1,0,
8940,DIST-008940,2773,3,7,1082,Cash Transfer,28,100,2800,2024-12-17,2024-12-21,4,Completed,Air,DP-05,STF-068,Voucher,1,0,
8941,DIST-008941,2610,1,3,1029,Cash Transfer,10,100,1000,2024-10-25,2024-10-30,5,Completed,Boat,DP-06,STF-046,Token,1,0,
8942,DIST-008942,4056,9,4,426,Shelter Kit,43,250,10750,2023-03-02,2023-03-04,2,Completed,Boat,DP-21,STF-190,Voucher,1,0,
8943,DIST-008943,524,8,1,829,NFI Kit,43,85,3655,2024-04-08,2024-04-09,1,Completed,Boat,DP-23,STF-117,Biometric,1,0,
8944,DIST-008944,356,5,8,874,Food Ration,12,45,540,2024-05-23,2024-06-03,11,Delayed,Truck,DP-17,STF-048,Biometric,1,0,
8945,DIST-008945,1574,3,5,415,Food Ration,9,45,405,2023-02-19,2023-02-23,4,Completed,Truck,DP-25,STF-194,Token,1,0,
8946,DIST-008946,4623,7,5,420,NFI Kit,15,85,1275,2023-02-24,2023-02-24,0,Completed,Boat,DP-07,STF-123,Token,1,0,
8947,DIST-008947,3459,1,6,1063,Winterization Kit,24,75,1800,2024-11-28,2024-12-08,10,Completed,Boat,DP-35,STF-167,Voucher,0,1,
8948,DIST-008948,4320,1,6,638,Shelter Kit,39,250,9750,2023-09-30,2023-10-04,4,Failed,Air,DP-10,STF-148,Biometric,1,0,
8949,DIST-008949,4385,12,6,312,Medical Supplies,45,120,5400,2022-11-08,2022-11-22,14,Delayed,Air,DP-10,STF-121,Token,0,0,
8950,DIST-008950,4375,10,10,121,Shelter Kit,6,250,1500,2022-05-01,2022-05-10,9,Delayed,Air,DP-06,STF-026,Voucher,1,0,
8951,DIST-008951,3223,2,1,310,Shelter Kit,16,250,4000,2022-11-06,2022-11-07,1,Completed,Handcarry,DP-36,STF-108,Token,1,0,
8952,DIST-008952,74,13,7,115,Winterization Kit,33,75,2475,2022-04-25,2022-05-07,12,Delayed,Truck,DP-36,STF-128,Biometric,1,1,
8953,DIST-008953,2671,8,2,997,WASH Kit,37,60,2220,2024-09-23,2024-10-01,8,Partial,Truck,DP-40,STF-032,Token,1,0,
8954,DIST-008954,4687,12,8,886,Winterization Kit,44,75,3300,2024-06-04,2024-06-13,9,Completed,Boat,DP-21,STF-155,Token,1,0,
8955,DIST-008955,3548,7,9,632,Education Kit,40,35,1400,2023-09-24,2023-10-04,10,Completed,Air,DP-16,STF-121,List-based,1,0,
8956,DIST-008956,862,11,4,1021,Cash Transfer,49,100,4900,2024-10-17,2024-10-25,8,Partial,Truck,DP-39,STF-020,Token,1,0,
8957,DIST-008957,3991,14,2,857,Cash Transfer,23,100,2300,2024-05-06,2024-05-07,1,Partial,Handcarry,DP-21,STF-104,List-based,1,0,
8958,DIST-008958,3302,2,7,1092,NFI Kit,46,85,3910,2024-12-27,2025-01-03,7,Completed,Truck,DP-29,STF-093,Token,1,0,
8959,DIST-008959,3837,9,4,274,NFI Kit,48,85,4080,2022-10-01,2022-10-10,9,Completed,Truck,DP-37,STF-157,Token,1,0,
8960,DIST-008960,2329,3,9,491,Winterization Kit,15,75,1125,2023-05-06,2023-05-16,10,Completed,Air,DP-16,STF-096,List-based,1,0,
8961,DIST-008961,2647,4,6,159,Food Ration,23,45,1035,2022-06-08,2022-06-09,1,Partial,Air,DP-34,STF-009,Token,0,1,
8962,DIST-008962,596,9,6,29,Cash Transfer,8,100,800,2022-01-29,2022-02-01,3,In Transit,Air,DP-39,STF-046,List-based,1,0,
